"quiero añadir la tarea de comprar leche",añadir_tarea
"añade comprar pan a la lista",añadir_tarea
"recuérdame llamar al dentista",añadir_tarea
"anota que debo estudiar PHP",añadir_tarea
"crea una nueva tarea para regar las plantas",añadir_tarea
"recuérdame comprar leche",añadir_tarea
"añade a mis tareas sacar al perro",añadir_tarea
"anota por ahí que debo renovar el carnet",añadir_tarea
"apúntame este recado: comprar tinta para la impresora",añadir_tarea
"que no se me pase llamar a servicio técnico",añadir_tarea
"añade a la lista del súper: aceite y sal",añadir_tarea
"tengo que acordarme de enviar el paquete",añadir_tarea
"establece una alarma para sacar el pollo del congelador",añadir_tarea
"crea un evento: reunión de equipo a las 11",añadir_tarea
"recuérdame en 20 minutos que revise el horno",añadir_tarea
"mete esto en la lista: buscar hotel para las vacaciones",añadir_tarea
"por favor, registra la tarea de confirmar la cita",añadir_tarea
"necesito apuntar que debo pagar la tarjeta",añadir_tarea
"agenda esto: clase de yoga el miércoles a las 7",añadir_tarea
"hay que acordarse de felicitar a Laura por su cumple",añadir_tarea
"quiero un recordatorio para el jueves sobre la entrega del proyecto",añadir_tarea
"oye, anota que hay que comprar comida para el gato",añadir_tarea
"ponme una nota para después: leer el capítulo 3",añadir_tarea
"inscribe una nueva tarea: hacer copia de seguridad",añadir_tarea
"guárdame este pendiente: cambiar las sábanas",añadir_tarea
"no dejes que me olvide de responderle a Carlos",añadir_tarea
"avísame a la hora de la comida que tengo que tomar la pastilla",añadir_tarea
"anota que tengo que llamar a mamá",añadir_tarea
"crea un recordatorio para pagar la luz",añadir_tarea
"quiero que me recuerdes estudiar para el examen",añadir_tarea
"agrega a la lista de la compra: huevos y pan",añadir_tarea
"pon un recordatorio para la cita del médico",añadir_tarea
"necesito que me recuerdes enviar el correo",añadir_tarea
"tengo que hacer la colada, anótalo",añadir_tarea
"apunta esto: revisar el aceite del coche",añadir_tarea
"no quiero olvidarme de felicitar a Juan",añadir_tarea
"que no se me olvide comprar el regalo",añadir_tarea
"hazme acordar que debo recoger el paquete",añadir_tarea
"mete en mis pendientes: terminar el informe",añadir_tarea
"incluye en mis tareas del día limpiar la cocina",añadir_tarea
"recuérdame más tarde que tengo que hacer una llamada",añadir_tarea
"Vaya, casi se me olvida que tengo que comprar el pan.",añadir_tarea
"Uf, la reunión de las 4, que no se me vaya de la cabeza.",añadir_tarea
"Luego no quiero que se me pase lo de la ITV.",añadir_tarea
"Hay que acordarse de regar las plantas mañana.",añadir_tarea
"Sería bueno no olvidarme de llamar a mis padres este fin de semana.",añadir_tarea
"Para que no se me olvide: confirmar la reserva del hotel.",añadir_tarea
"Tengo pendiente devolverle la llamada a Sofía.",añadir_tarea
"Debería sacar la basura antes de que pase el camión.",añadir_tarea
"Me estoy acordando ahora de que tengo que renovar la suscripción.",añadir_tarea
"Una cosa que tengo que hacer sí o sí es limpiar los filtros del aire.",añadir_tarea
"A ver... qué era... ah sí, pedir cita en el taller.",añadir_tarea
"Bueno, pues que luego tengo que llamar a la abuela.",añadir_tarea
"Oye, una cosa, hay que comprar más café.",añadir_tarea
"Mmm, creo que hoy era el día de pagar la factura del agua.",añadir_tarea
"Ah, por cierto, tengo que enviarle los documentos a Marta.",añadir_tarea
"Se me acaba de ocurrir que debo investigar sobre ese tema para el trabajo.",añadir_tarea
"Huy, casi se me pasa. La ropa de la lavadora.",añadir_tarea
"Ok, siguiente punto... revisar el borrador del contrato.",añadir_tarea
"Espera, antes de que se me olvide, tengo que mirar el correo de la agencia.",añadir_tarea
"Mañana sin falta tengo que ir al banco.",añadir_tarea
"Mi objetivo para hoy es organizar los archivos de la carpeta azul.",añadir_tarea
"Hoy me propongo terminar de leer el libro.",añadir_tarea
"En cuanto pueda me pongo a preparar la maleta.",añadir_tarea
"Esta tarde me toca limpieza general del baño.",añadir_tarea
"Tengo en mente llamar a la aseguradora para ver lo del coche.",añadir_tarea
"El plan es hacer la compra al salir del trabajo.",añadir_tarea
"Voy a tener que sacar un hueco para estudiar el tema 5.",añadir_tarea
"No puedo posponer más lo de arreglar el grifo que gotea.",añadir_tarea
"Lo próximo en mi lista es la declaración de la renta.",añadir_tarea
"Se necesita comprar fruta para el postre de esta noche.",añadir_tarea
"Ahí en la lista pon también que hay que comprar pilas.",añadir_tarea
"No me vendría mal un aviso para empezar a hacer la cena.",añadir_tarea
"La tarea de 'contactar proveedores' es para mañana.",añadir_tarea
"Hoy toca sí o sí llamar a mi hermano.",añadir_tarea
"Igual debería poner una nota para revisar las facturas.",añadir_tarea
"Me viene a la mente que el coche necesita gasolina.",añadir_tarea
"Me pregunto si he apuntado lo de recoger el traje.",añadir_tarea
"A ver si me acuerdo luego de bajar al trastero.",añadir_tarea
"Se supone que hoy tenía que responder a los comentarios.",añadir_tarea
"Me acaba de saltar a la mente que hay que descongelar la carne.",añadir_tarea
"Bueno, otra cosa más para la lista: barnizar la silla.",añadir_tarea
"El tema de la reserva del vuelo es urgente.",añadir_tarea
"Hablando de todo un poco, tengo que pedir el historial médico.",añadir_tarea
"Y además, que no se me olvide mirar si llegó el paquete.",añadir_tarea
"Por cierto, acuérdate de recordarme que debo ser puntual mañana.",añadir_tarea
"Si no lo apunto ahora, se me olvida: cambiar la bombilla del pasillo.",añadir_tarea
"Necesito que algo me avise cuando sea la hora de salir.",añadir_tarea
"¿Está apuntado lo de comprar el regalo de cumpleaños de Ana?",añadir_tarea
"Mañana por la mañana, lo primero, enviar ese email.",añadir_tarea
"Tengo la sensación de que se me olvida algo... ah, sí, la farmacia.",añadir_tarea
"pon en la lista de cosas por hacer: organizar el escritorio",añadir_tarea
"anótame por favor que debo devolver el libro",añadir_tarea
"crea una tarea llamada 'hacer ejercicio'",añadir_tarea
"añadir pendiente: preparar la presentación",añadir_tarea
"oye, recuérdame sacar la basura",añadir_tarea
"por favor, anota que hay que comprar pilas",añadir_tarea
"nuevo recordatorio: tomar la medicina",añadir_tarea
"apúntame que a las 5 tengo una reunión",añadir_tarea
"no te olvides de recordarme que empiece la dieta",añadir_tarea
"quiero apuntar una cosa: investigar sobre nuevos cursos",añadir_tarea
"guarda esta tarea: actualizar el CV",añadir_tarea
"necesito un recordatorio para meditar 10 minutos",añadir_tarea
"fija un recordatorio para el cumpleaños de Ana",añadir_tarea
"recuérdame en una hora que ponga el horno",añadir_tarea
"tengo una nueva tarea: planchar la ropa",añadir_tarea
"porfa, recuérdame que le escriba a mi amigo",añadir_tarea
"añade un ítem a la lista: agua mineral",añadir_tarea
"hay que pagar el alquiler, recuérdamelo",añadir_tarea
